Part_Name,Count,Percentage
Trim Comp FRT door opening,1,0.0
FRT COWL UPPER,1,0.0
drive shaft lh,1,0.0
lamp fr fog,1,0.0
"CASE, CATALYTIC CONV- PRESSED/BENT",1,0.0
Contact Coil Assy Set,1,0.0
RH LOWER BUMPER,1,0.0
sensor forward rh,1,0.0
LINNING FRONT FENDER,1,0.0
pump assy rear ,1,0.0
TRIM REARDOOR RH,1,0.0
GRILLER,1,0.0
HORN ASSY HIGH   PITCHED ,1,0.0
FRAME FR SPSN,1,0.0
wheel liinig right,1,0.0
headlight LH,1,0.0
lining.   ,1,0.0
weatherstrip assembly door rear left,1,0.0
"WEATHERSTRIP,FRONT DOO OPNG,R",1,0.0
Susspenssion Fram Frant,1,0.0
TANK ASSY WATERvRESERVE,1,0.0
Extension LH,1,0.0
BUMPER FRONT HOLDER L,1,0.0
Rear bumper Bracket R,1,0.0
BOLT 15,1,0.0
Mounting comp.Eng.RH,1,0.0
Cable Parking Brake L,1,0.0
PIN RADIATOR GRILLE UPPER,1,0.0
Panel A Pillar Inner Right,1,0.0
"CARPET, LUGGAGE FLOOR REAR",1,0.0
HOLDER REAR BUMPER L & R,1,0.0
TAPIT COVER GASKET,1,0.0
Member UPR,1,0.0
TAPE ROOF RH REAR DOOR,1,0.0
Tank assy wiper ,1,0.0
PA-OWNER-DEATH,1,0.0
BEZE; FOG R,1,0.0
STAY COMP REAR BUMP RH AND LH,1,0.0
"MEMBERCOMP, APRON SIDE,R",1,0.0
WEAATHER STRIP REAR RIGHT,1,0.0
".MIRROR ASSY,OUT REAR VIEW,R",1,0.0
MTG COMP,1,0.0
WHETHER STRIP REAR DOOR PARTITION L,1,0.0
REAR DOOR TAPE OUTER RR,1,0.0
HINGE REAR DOOR UPPER,1,0.0
"BRACKET COMP,FRONT FENDER FR,RH",1,0.0
Hose aircleaner outlet,1,0.0
fender apron,1,0.0
"CROSSMEMBER,UPR",1,0.0
emblem rear side,1,0.0
HINGE COMP FRONT HOD LH,1,0.0
LINING COMP FR LH,1,0.0
SENSER OXY RR,1,0.0
Bolt and screw,1,0.0
FRAME FRONT  SUSPENSION,1,0.0
FAN ASSY COOILING,1,0.0
Sensor  Oxygen,1,0.0
Hinge Comp L,1,0.0
"LINING,REAR QUATER REAR",1,0.0
LINING FROUNT FENDER RH,1,0.0
GARNISH COWL TOP SIDE LH & RH,1,0.0
"BUMPER COMP, FRONT UPPER",1,0.0
"WEATHERSTRIP, FRONT DOOR OUTR",1,0.0
Emblem DDIS 2,1,0.0
Side Body outer RH,1,0.0
Harness assy main	,1,0.0
Garnish Fog lamp bezel Lh	,1,0.0
Show Grille,1,0.0
COVER I/P CENTRE LOWER,1,0.0
WEATHERSTRIP REAR DOOR OUTER R,1,0.0
Arm assy fr.susp.lh,1,0.0
DICKY EMBLEMS,1,0.0
Balancer Dicky,1,0.0
Holder fr sdie RH,1,0.0
Clip-5,1,0.0
Gasket water outlet cap,1,0.0
RUN FRT,1,0.0
Engine Under Cover 2nos,1,0.0
guard asy rr bumper side,1,0.0
Striker Rear Latch,1,0.0
Guard assy rr fender,1,0.0
TRIM QTR. LWR,1,0.0
PAD FENDER R,1,0.0
"PANEL COMP, FENDER APRON RH",1,0.0
CASE  AIR DAMPER,1,0.0
GARNISH ASSY- RRBMPR L,1,0.0
COVER FENDER LHS,1,0.0
Hinge Frt Door Lower LH	,1,0.0
Buckle assy RR Belt Center	,1,0.0
Speaker Assembly,1,0.0
Reinf Roof Rr Side RH,1,0.0
Cover Driver outside,1,0.0
Louver side vent,1,0.0
Bracket Brackets,1,0.0
GURD ASSY REAR FENDER LH,1,0.0
LH FRONT FLOOR FRAME,1,0.0
"EXTENSION COMP, FRONT BUMPAR",1,0.0
steering contact coil,1,0.0
Regulator assy Fr Door,1,0.0
Weatherstrip rear Door Out R,1,0.0
Extension comp.fr.bumper,1,0.0
Gasket Turbo,1,0.0
"CROSSMEMBER COMP,FRONT LOER",1,0.0
"Wire comp, RR Park Sensor",1,0.0
"HOSE, OUTLET",1,0.0
HOSE RGL TR HEATER IN,1,0.0
Member Up Lock,1,0.0
Jumping Road,1,0.0
Tyre front rh,1,0.0
COVER COMP  FR  BUMPER  LOWER ,1,0.0
"Holder, Rear Bumper , RH",1,0.0
HOUSING RR COMB OUTER R,1,0.0
"BOX ASSY,STRG G",1,0.0
"NOZZLE COMP , WAS",1,0.0
JOINT COMP FT STABILIZER BAR,1,0.0
SHAFT ASSY FT DRIVE LH,1,0.0
BULB (12V60W HB3) 1,1,0.0
COMBI RR L,1,0.0
EXTEN WHEEL HOUSE INNER R,1,0.0
Hose Htr Inlet,1,0.0
GRILLE RADITAOR UPPER,1,0.0
ETENSION COMP HOOD SEAL REAR ,1,0.0
Pane Hood,1,0.0
Garnish Rad Grill u,1,0.0
"Arm, Rear Door Upper RH",1,0.0
Hinge LH FR DR,1,0.0
GUARD ASSY RR  BUMPER SIDE R,1,0.0
"Panel, Qtr Inner, R",1,0.0
BONNET HINGES.,1,0.0
Bracket Radiator Support LH,1,0.0
"CHANNEL COMP,FR GLASS  BOTTOM",1,0.0
PARKING LEVER BRAKE,1,0.0
MOUNT STABILISER  BAR,1,0.0
MBR LAMP SUPPORT RH,1,0.0
Cover Front End Upper ,1,0.0
"WEATHERSTRIP,  FRONT RHS",1,0.0
WASHER STG TIE ROD,1,0.0
INSTRUMENT PANE UPPER,1,0.0
MEMBER COMP LAMP SUPP,1,0.0
latch Assly Front Door R,1,0.0
Screw 15,1,0.0
MEMBER COMP SIDE LH,1,0.0
BELT  ASSY FR LH,1,0.0
SPRING 1,1,0.0
reflector rear left,1,0.0
RR dr spalsh rr,1,0.0
GARNISH BUMPER LH+RH,1,0.0
fendr panel right,1,0.0
GARNESH FR BUMPER CTR,1,0.0
HANDLE FRONT DR OUT RH (BLACK),1,0.0
"guard assy , fr fender",1,0.0
MOLDING FRONT PILLAR LOWER RH ,1,0.0
COVER MIRROR VISOR  R,1,0.0
"LOCKER RR WHEEL HOUSE,RH",1,0.0
GARNISH IP ASST.,1,0.0
STRIPE  RR DOOR  OUTSIDE LWR RH,1,0.0
COOLER COMPLETE INTER,1,0.0
Cover Front Bezel Right,1,0.0
Steering assy complete,1,0.0
stoper fr rh,1,0.0
"HORN ASSY,LOW/HIGH PITCHED",1,0.0
PNL ROOF SIDE INNER LH,1,0.0
"PLATE, 2ND SEAT LEG",1,0.0
FR WS  BEEDING,1,0.0
END COMP. STEERING TIE ROD,1,0.0
Hingecomp front door No 1,1,0.0
"HINGE,FRONT HOOD LH",1,0.0
"PANEL COMP, FRT, COWL UPPER",1,0.0
Mirror Cover,1,0.0
Unit tail lamp,1,0.0
LH REAR DOOR HINGE UPPER,1,0.0
Cap Door 1,1,0.0
Cap strut suspension,1,0.0
LINK COMP REAR DOOR RH,1,0.0
MLDG RAD GRILLE UPR,1,0.0
CONTROLLER ASSY AUTO LEVELING,1,0.0
Weatherstrip RR door outer LH,1,0.0
COOLER CHANGE,1,0.0
Rail door,1,0.0
Stripe,1,0.0
SHOCKER FRONT RH,1,0.0
Cap Roof Rail Rear R,1,0.0
BACK S/ASY FR R,1,0.0
Member bumper front,1,0.0
Shaft Assembly Drive Right,1,0.0
CABIN AIR FILTER ,1,0.0
Weatherstrip front door opng LH,1,0.0
BRACE HL RH,1,0.0
MOLDING TOP LH,1,0.0
FIX GLASS LH,1,0.0
"DUCT, VENT - kEPT OPEN",1,0.0
PANEL FR PILLAR INNER UPPER LH,1,0.0
Cover Assy Steering Coloum,1,0.0
GARNSIH R & L,1,0.0
WETHERSTIP,1,0.0
Scuff Sie Sill Front left,1,0.0
TAPE FRONT OUTER RR R,1,0.0
bulb 12 v,1,0.0
" BAR COMP,FRONT STABILIZER ",1,0.0
FOG LIGHT FR,1,0.0
SPLASH COVER,1,0.0
STEERING INNER END,1,0.0
Garnish Cowl LH,1,0.0
Scew Bumper,1,0.0
Lamp unit RR Comb RH ,1,0.0
ABSORBER LOWER R,1,0.0
CAP FR DOOR OUT LH,1,0.0
CLUTCH SUB ASSY STARTER,1,0.0
Fan Shroud Assly,1,0.0
"GARNISH, FRLOWER, R",1,0.0
TRIM QTR INN L,1,0.0
"RUN,FRONT D/R GLASS,L",1,0.0
Garnish Cowl TOp Side Rh,1,0.0
HINGE FRT DOOR UPPER&LOWER RH,1,0.0
latch assy rear door lh,1,0.0
FR WHEEL HUB QTY-2,1,0.0
HOLDER FR BUJMPER SIDE L,1,0.0
GARNISH COMP SASH BRKT INNER R,1,0.0
HOSE DISCHARGES,1,0.0
AC pipe Discharge,1,0.0
RH Front Bumper Fr Holder,1,0.0
mount raditor,1,0.0
SHOCKABSORBER FR RH,1,0.0
"EZEL, FRONT FOG LAMP LH",1,0.0
WEATHERSTRIP RERA DOOR OUT L,1,0.0
CONSMABLE,1,0.0
Seal 3,1,0.0
"EXTENSION, APRON SIDE MBR LH",1,0.0
"GARNISH ASSY,,RH",1,0.0
Wheel Sensor Fr RH,1,0.0
EXT QTR INN UPP L,1,0.0
PANEL L QTR INN LOW,1,0.0
PANEL RR LAMP HOUSING INNER R,1,0.0
TRIM COMP FRT BACK R,1,0.0
Partition Side RH Panel,1,0.0
BRACKETRR,1,0.0
"GUARD,SILL SPLASH LH",1,0.0
RUNNER FRT DOOR GLASS,1,0.0
"MANIFOLD COMP,EXH INS",1,0.0
FENDER RH COVER,1,0.0
CLADING B,1,0.0
"CONTACT COIL, CABLE",1,0.0
"RAIL COMP,RR DR CENTRE LH",1,0.0
Gear Box Assy Steering,1,0.0
Lining front  fender RH,1,0.0
PIPELIQUID ,1,0.0
"PIPE, CONDENSER OUTLET.",1,0.0
CWL R,1,0.0
PANEL COMP COWL TOP SIDE LH,1,0.0
Rear tail lamp,1,0.0
COTTOR PIN,1,0.0
ARM WIPER ASST,1,0.0
extension bmpr front,1,0.0
JOINT STABILIZER VAR,1,0.0
Reinforcement front. ,1,0.0
ENGIEN MTG RH,1,0.0
"MEMBER, RF PANEL CTR NO3",1,0.0
MODUEL ASY AIR BAG,1,0.0
PUMP SSY OIL,1,0.0
CVR COMP FR LOWER,1,0.0
GARNSIH DASHBOAED,1,0.0
EXTENSION WHEEL HOUSE OTR REAR LEFT,1,0.0
EXTENSION SIDE BODY OUTER LOWER LEFT,1,0.0
COVER STEEING COLUMN,1,0.0
Bulb W16,1,0.0
.DOOR SUB ASSY,1,0.0
"TAPE, RR DR OUTER RF RH",1,0.0
GARNESH REAR,1,0.0
sensor water temp,1,0.0
T  ANK,1,0.0
Absorber assy Rear shock,1,0.0
"Holder, RR Bumper Side, R",1,0.0
hood member,1,0.0
BRACKET COMP FR FENDER FR L,1,0.0
"EXTENSION, APRON SIDE MEMBER UPPER LH",1,0.0
QUARTER PANE LH,1,0.0
Decal Strip ,1,0.0
Panel Frt Fender RH	,1,0.0
Frt W/s glass	,1,0.0
MOUNT FR. STABILIER,1,0.0
Balancer Rear Left,1,0.0
Garnish Ft Bumper,1,0.0
COVE FR BUMP LOWER,1,0.0
ReinforcemenHinge Pillar Front Rhs,1,0.0
EXTENSION ASSY FRT BUMPER,1,0.0
"BRACKET COMP,",1,0.0
TAPE R,1,0.0
FRONT BUMPER BRKET RH,1,0.0
LH SIDE LIGHT,1,0.0
BASE COMP FLOOR CARPET,1,0.0
ETN. ASSY RR BUMPER SIDE LH,1,0.0
Front show panel,1,0.0
Glass door window front LH,1,0.0
"..REINF, LAMP SUPPORT BRACE LH",1,0.0
Member rear floor inner.,1,0.0
fender linning,1,0.0
"MEMBER,FR B",1,0.0
Front Windshield Moulding,1,0.0
Holders Front Side,1,0.0
Garnish Headlamp Lh,1,0.0
"LINING, FR FNDR LH",1,0.0
SYNTHETIC OIL(5W30)-CASTROL.,1,0.0
Bracket engine Mtg rear,1,0.0
MIRROR RH&LH,1,0.0
ORNAMENT COMP I/P CTR,1,0.0
RADIATOR SUPPORT PANEL R/R ,1,0.0
Holder Front Bumper Sider,1,0.0
GARNISH FRONT FENDER LEFT,1,0.0
Cover assy clutch,1,0.0
REAR WHEEL ARC RIGHT,1,0.0
Panel Wheel House Inner LH,1,0.0
Reinf Wheel House INR No. 1 LH,1,0.0
Guard frt rh,1,0.0
under cvr lower,1,0.0
"BMPER,FRNT LOWER,R",1,0.0
TAPE REAR DOOR OUTER FR l,1,0.0
Emblem Wagon R,1,0.0
SCREW],1,0.0
LH LAMP BRACE,1,0.0
DECAL OMNI E,1,0.0
BOOT SET WHEEL SIDE,1,0.0
WEATHER STRIP FRONT OPENG L,1,0.0
GARNISH A PILALR FR LH,1,0.0
Holder back door switch ,1,0.0
WIPER PUMP,1,0.0
Guard front D,1,0.0
PIPE CMP INTER COOLER OUTLET,1,0.0
Gaurd Assy Fr Fender Splash L,1,0.0
BRACKET FR STABILIZER RH,1,0.0
TONGUE ASSY BELT  FR RH,1,0.0
W/strip frt door out,1,0.0
guard assy flash lh,1,0.0
EXTN. RR FLLOR SIDE MBR,1,0.0
Cover Engine uder Side L ,1,0.0
"HOLDER,FR BUMPR",1,0.0
GARNISH GRILL FRT CTR,1,0.0
Radiator Upper grille,1,0.0
"GARNISH, SASH BRACKET INNER RH",1,0.0
wheel assy teering,1,0.0
"EXTENSION,WHEEL HOUSE OTR WHEEL HOUSE LH",1,0.0
Stay Comp Steering BRT,1,0.0
ARM ASSY WPIER R,1,0.0
Guide Timing chain,1,0.0
ROD COMP ENE RR TRQ,1,0.0
L/H REINF COMP DASH SIDE,1,0.0
Bracket FR Bumper,1,0.0
GARNISH COMP COLW TOP R,1,0.0
FENDER LINIG FR LH,1,0.0
COVER FOG LAMP RH LH,1,0.0
RH Front Cover,1,0.0
PNL ROOF MBR ROOF FR INNR,1,0.0
STAY HOSE,1,0.0
HINGE COMP  FRONT HOOD  RH LH,1,0.0
FENDER LINY,1,0.0
Grille crome brezza mgp,1,0.0
Hose Deg Tank Inlet,1,0.0
COVER FOG LIGHT BAZEL LHS,1,0.0
GLASS RR DR WINDOW FR L,1,0.0
Glass Front Left Window,1,0.0
PIPE FR JOINT TO BRAKE L,1,0.0
TMC ASSEMBLY,1,0.0
run 1,1,0.0
CVR FR END SIDE RH&LH,1,0.0
W/STRIP DOOR INNER RH&LH,1,0.0
Member front uppr,1,0.0
MEMBER COMP. APRON LOWER 2 NOS,1,0.0
fender lining Rh,1,0.0
Sensor Assy Forword,1,0.0
FENDER BRKT FR RH,1,0.0
BEZEL  FR  FOG  LAMP RH ,1,0.0
garnish front buper lower left,1,0.0
"HANDLE, INSIDE PULL",1,0.0
HATCH,1,0.0
GUARD ASSY RR SPLASH L,1,0.0
LATCH C,1,0.0
GARNISH RDTR GRILLE UPR NO.3,1,0.0
"PANEL FRT, FENDER LHBRACE LAMP SUPPORT LH",1,0.0
"LINING, FRONT FENDER, R",1,0.0
HINGE FRONT DR UPPER R,1,0.0
GRILL  COMP RADIATOR  UPPER,1,0.0
LH FRONT PILLAR TRIM,1,0.0
DECAL DOOR SIDE STRIPE FR RH,1,0.0
EXTENSION DASH LOWER INNER LEFT,1,0.0
MOUNT FRONT SUSPENSION RH,1,0.0
Member fr bump,1,0.0
"CABLE ASSY, CONTACT COIL Short Circuited",1,0.0
BUCKLE ASSY  FR BELT LH,1,0.0
STRANGTH SIDE SILL,1,0.0
GARNISH FR FOG LAMP L & R,1,0.0
"LALCH, HOOD",1,0.0
"GARNISH,RDIATR GRILLE LWR,L",1,0.0
DECAL SIDE STRIPE RR QTR. LH,1,0.0
 HOLDER 1,1,0.0
HOSE RDAIATOR INLET,1,0.0
SCREW FR.FENDER LININ,1,0.0
MODULE ASSY PASSANGER,1,0.0
DG SEALANT SET 2NO.,1,0.0
Guide Air grill,1,0.0
COVER ENGINE UNDER VSIDE RH,1,0.0
"LINING COMP, FRONT LH",1,0.0
"BRACKET,RDTR SUPPORT UP",1,0.0
Lamp House Outer LH,1,0.0
PANEL COMP. BACK PILLAR OUTER LH,1,0.0
GARNISH HOOD L & R,1,0.0
latch release,1,0.0
Grille Rad lower,1,0.0
SHAFT ASY FRONT DRIVE L,1,0.0
SUNWISER ,1,0.0
Trim Door OPEN,1,0.0
Rh combination outer,1,0.0
Cover I/P CTR Lower,1,0.0
PANEL COMP FENDER APRON R ,1,0.0
BUMP HOLDER SIDE RH,1,0.0
W/STRIP FR DOOR OPNG. LH,1,0.0
"MEMBER COMP,RADIATOR SUPPO",1,0.0
Steering Gear Packing,1,0.0
Tape Rear Door Ouer Rear RH,1,0.0
BARKE FLUID,1,0.0
STEBI LINK,1,0.0
PNL QTR INNER FR RH,1,0.0
Sash Rear door,1,0.0
Firewall dash panel,1,0.0
HOSE INTERCOOLER INLET & OUTLET,1,0.0
Box assy. Steering gear,1,0.0
Torque Rod,1,0.0
CALBE HOOD LATCH RELEASE,1,0.0
L/S FRONT BUMPER HOLDER,1,0.0
Mount Rubber,1,0.0
Patch Side Body Rr Left,1,0.0
Cross memebr front lower,1,0.0
SPECKER HOLE COVER BOTH SIDE,1,0.0
WEATHERSTRIP FRT DOOR OPNG R.,1,0.0
"BEZEL, RR REFLECTOR, RH",1,0.0
"O-RING,OIL GALL",1,0.0
MEMBER RADIATOR OSUPPORT LOWER,1,0.0
FRONT SUPPORT,1,0.0
MOLDING PILLAR LOWER R & L,1,0.0
PANEL INSULATOR MAIN,1,0.0
Arm assy frt suspension r,1,0.0
"BOLT,FR SUSPENSION FRAME NO.1 2",1,0.0
"COVER,REAR VIEW MIRROR,OUT SIDE",1,0.0
COVER I/P UNDER DRIVER,1,0.0
PIPE PRI TO HU,1,0.0
SASH DOOR FRT,1,0.0
door grphics left,1,0.0
COVER FLOOR CONSOLE SIDE RH & LH,1,0.0
Holder Rr L,1,0.0
BRACKET COMP. CLUTCH,1,0.0
"TAPE, FR DOOR OUTER UPR LH ]",1,0.0
Rh Frt Rim,1,0.0
FENDER GUARD SPLASH LH,1,0.0
HEADLINING,1,0.0
LOCKER CTR PILLER,1,0.0
"PIPE COMP,AIR CLNR SUCT NO1",1,0.0
CLIP 20 NO. (C),1,0.0
Switch Power Window Sub,1,0.0
Mirror Assy Outer Rr/View LH,1,0.0
Guard Assly FR Fndr Splash R,1,0.0
Front Shock Absorber Assy,1,0.0
"CLIP, ROF MOLDING",1,0.0
TOWING HOOK FRONT BUM.,1,0.0
air bag wire,1,0.0
w/s wiper assy.,1,0.0
weatherstrip lh,1,0.0
Siren Assy Scurity,1,0.0
"BEARING, CRANK THRUST E",1,0.0
Arm Asst Front,1,0.0
HEADLIGHT ,1,0.0
Moulding radiator grill upper,1,0.0
RH DICKY TAIL LAMP,1,0.0
GLASS QTR WINDOW,1,0.0
AIIR DRYING SEALER,1,0.0
Roof Panel Assembly UP,1,0.0
TAPE FR DR OTR UPR RH,1,0.0
"Manifold Comp, Exh",1,0.0
Bezel Front Fog LampL,1,0.0
COVER PAB HOLE,1,0.0
"MEMBER COMP,RDTR SUPPORT LWR",1,0.0
lower bumper,1,0.0
member lamp sapport rh,1,0.0
GLASS COMP. FRONT DOOR WINDOW L,1,0.0
MOUNTINH ENG RHS,1,0.0
Belt Assy Seat LH,1,0.0
"ROD COMP,RR",1,0.0
Reinforcement Comp Dash Side Left,1,0.0
CABLE BOONET LATCH,1,0.0
INTERCOOLER HOSE PIPE,1,0.0
Cover Rear Lower,1,0.0
gril upper,1,0.0
EMBLEM REAR SMART HYBRIDE,1,0.0
MOLDING WINSHIELD,1,0.0
Steering tie rod,1,0.0
RH front fog lamp bezel,1,0.0
ABSORBER FRT BUMPR,1,0.0
RAIL COMP. RR DR CENTER RH,1,0.0
BRACKET CUSHION SET AIR CLEANER,1,0.0
LONG MEMBER RH,1,0.0
"BRACKET, AIR CLNR NO3",1,0.0
VARIOUS FRONT COVERS UNDER,1,0.0
Garnish Sash Bracket Inner Right,1,0.0
MIRROR ASSY OUT REARVIEW RH,1,0.0
"TAPE, FR PILLAR UPPER, L",1,0.0
FRT GRILL UPP,1,0.0
CAP WASHER HOLE CAP,1,0.0
"BRACE,LHAMP SUPPORT,LH",1,0.0
"TAPE,REAR DR OUTER FR",1,0.0
Extension Fr lwr,1,0.0
COVER ENGINE RIGHT,1,0.0
BODY GRAPNIC,1,0.0
HOSE DEG TANK OUTLET NO-1,1,0.0
"PANEL COMP,RR LAMP HOUSE INR",1,0.0
"MEMBER,TOP PANEL CTR NO.4",1,0.0
Louver Comp. side Vent,1,0.0
LAMP ASSY RR LICENC,1,0.0
LH FRONT LONG MEMBER,1,0.0
COVER MAIN FLOOR UNDERR,1,0.0
"COVER,COWL TOP GARNISH,R(BLAC",1,0.0
cover comp battert,1,0.0
Lamp support lh,1,0.0
REAR WHEEL HOUSE LH,1,0.0
DASH PANEL LH FRONT,1,0.0
"COVER,ENGINE UNDER-1",1,0.0
FR GLASS WINDSHIELD,1,0.0
Lamp Assy fog RH,1,0.0
Mtg Rad,1,0.0
COOLANT-GREEN-ECSTAR,1,0.0
Hose VAC 2,1,0.0
BLOWER ASYY W SHROUD,1,0.0
"HINGE,FRONT HOOD R",1,0.0
Tape assy fr,1,0.0
MBR. L/SUPPRT RH,1,0.0
EMBLEM REAR S,1,0.0
Extension left,1,0.0
LATCH ASSY FRT DOOR L,1,0.0
uppeer grille,1,0.0
Glass meter window,1,0.0
Tape Frt DR OUT RR,1,0.0
Wheel house outer LH ,1,0.0
cover fr fender upper lh,1,0.0
panel fr fender,1,0.0
HOLD FR BUMP RH,1,0.0
HLDR FR BUMP SIDE RH,1,0.0
Bracket Fr Bumper Upper,1,0.0
Rear RH slide door,1,0.0
PAD DASH LOWER RH,1,0.0
LINNING FRONT RH,1,0.0
Member Roof CTR 2,1,0.0
Neck Assy Fuel Filler,1,0.0
Hinge fr door,1,0.0
"WEATHERSTRIP,FRONT  1 ",1,0.0
DICKY CROME RR,1,0.0
Hinges RH & LH,1,0.0
BEAM FRT FRAME LH,1,0.0
REINIF RR FLOOR UNDER,1,0.0
GRANISH RADITATOR GRILL,1,0.0
GRILLE RDAIATOR,1,0.0
Reinf comp rr dr striker RH,1,0.0
Tape rr dr pillar fr RH,1,0.0
LATCH ASSY DOOR LH,1,0.0
GUARD ASSY FR ENDER SPLASH RH,1,0.0
FRONT DOOR RH GLASS MACHINE,1,0.0
BUMEPR FRONT LOWER R,1,0.0
CA FR,1,0.0
TYRES 205.60R12 JK,1,0.0
GLASS COMP FRONT DR WINDOW,1,0.0
GARNISH COWL TOP  LH,1,0.0
Trim Right,1,0.0
BOLT ENG MTG RH STUD,1,0.0
WHL HUSING INNER LH,1,0.0
COVER ENG SIDE UNDER RH,1,0.0
opener comp fuel,1,0.0
MOUNTING LWR,1,0.0
CALIPER ASS FR BRAKE LH,1,0.0
"INST PANEL, OMNI",1,0.0
"HOLDER FRONT SIDE, L",1,0.0
HOLDER FRONT HOOD STAY R,1,0.0
"Cover Engine Under Side, L",1,0.0
YELLOW BULBS,1,0.0
Crosssmember Front Lower,1,0.0
SASH REAR DOOR RIGHT,1,0.0
HINGE DOOR UPR LWR RH,1,0.0
TRIM QTR UPPER LOR RH,1,0.0
HANDLE RR DR RH LH,1,0.0
Module Assy Passinger Air Bag,1,0.0
R/H STRUT SET FRONT,1,0.0
lamp assembly mount,1,0.0
garnish center,1,0.0
O Ring 3,1,0.0
 TURN SIGNA,1,0.0
CLIP COMP  ROOF MOLDING,1,0.0
Weatherstrip Front door Out R,1,0.0
Glass rear Door,1,0.0
Arm Assy Front Lower Rhs,1,0.0
CYL HEAD K15,1,0.0
Bracket Air Cleaner No. 1,1,0.0
Bracket Air Cleaner No. 2,1,0.0
Bracket Front Fender Right,1,0.0
PANEL INSTRUMENT CLIST,1,0.0
Panel side sill inner RH,1,0.0
Cross member lower No. 2,1,0.0
Cross member tailing arm,1,0.0
Rail guide,1,0.0
Mirror outer view,1,0.0
LH tail light,1,0.0
Pane rear QTR inner LH,1,0.0
Back panel combination LH,1,0.0
Housing rear axle,1,0.0
BRCKET FRT BUMPER RIGHT,1,0.0
"GUARD ASSY,FR F",1,0.0
"TAPE,FRONT RH",1,0.0
Egine Under Cover left,1,0.0
"FRONT BUMPER LOWER, ABSORBER COMP",1,0.0
WHEEL COMPLIT,1,0.0
LH OOD HINGE,1,0.0
"TRIM COMP,TRUNK ROOM SIDE R",1,0.0
Mirror out rr view LH,1,0.0
"DISC, FRONT BRAKE LH",1,0.0
hinge door upper,1,0.0
COVER INSIDE MROOR STAY,1,0.0
STRANINER OIL PUMP,1,0.0
CLERNER ASSY AIR,1,0.0
tape fornt door outer front lh,1,0.0
Bracket Inter Cooler Upper Right,1,0.0
VACUUM ASSLY.,1,0.0
Coil spring,1,0.0
RH\LH FOG LAMP COVER,1,0.0
QTR GLASS L,1,0.0
CA TAIL END TRIM BLACK,1,0.0
BRACKET COMP ENGINE RR TRQ ROD,1,0.0
GASKET INTAKE MANIF 3nos,1,0.0
lower front,1,0.0
GARNISH FLOOR CONSOLE BOX,1,0.0
LH BRAKE CALLIPER,1,0.0
BULB(H,1,0.0
HOLDER FR BMR FRONT,1,0.0
GRILLE RDTE UPPER,1,0.0
LEFT ENGINE COVER,1,0.0
PASSANGER AIR BAG,1,0.0
FRONT RIGHT WHEEL CAP,1,0.0
WHEEL CAP RR RH,1,0.0
"COVER, FLOOR CONSOLE SIDE RH AND LH",1,0.0
GARNISH2,1,0.0
W/S FRONT DOOR INNER LH,1,0.0
ABSORBER ,1,0.0
Cover Fog Light LH,1,0.0
BACK DOOR LOCK,1,0.0
RAIL RR DR LH,1,0.0
hub ,1,0.0
Tail Light,1,0.0
GARNISH COWL TOP[ SIDE R,1,0.0
"GLASS ,FRONT DR WINDOW",1,0.0
Tyre Lhs,1,0.0
Handle fr rh,1,0.0
SUPER CEMENT PIDILITE,1,0.0
BRACE OCMP LAMP SUPOORT R,1,0.0
"WEATHERSTRIP,RR  INNER",1,0.0
Hinge Front Door Lower Rhs,1,0.0
Reinf Comp Rear Pillar Inner RH,1,0.0
handle dr black lt,1,0.0
q panel cladding lt,1,0.0
"CLIP,DOOR INSIDE HANDLE CABLE.",1,0.0
Lover Side Vent,1,0.0
Holder RR Bumper Side R ,1,0.0
155R138PR LT L 607(BS),1,0.0
"HOSE, EGR COOLER WTR INLET",1,0.0
JOINT FR STABILZER,1,0.0
ORNAMENT IP CENTRE,1,0.0
Panel comp mudflap r and l,1,0.0
AIRBAG PASSENGER MODULE ASSY,1,0.0
fan assy eng,1,0.0
Shock absorber rear,1,0.0
HOSE DISC.,1,0.0
Eng Fan Clg Assy,1,0.0
Panel comp qtr inr rr RH,1,0.0
Member comp rf back inr,1,0.0
W. S. MOULD,1,0.0
spalsh right dr,1,0.0
"WEATHERSTRIP, DOOR OUT",1,0.0
"ABSORBER COMP, FR BMPER LOWER",1,0.0
Hose Discharge	,1,0.0
MOUNT RADIATOR SUPP LWR,1,0.0
CLIP NO 2,1,0.0
MOUNT FRT STABILIZER BAR,1,0.0
Sensor assy Park Rear bumper,1,0.0
HUB RR WHEEL,1,0.0
Panel Front Dash Side Left,1,0.0
"REINF,RR SEAT BELT SIDE, R",1,0.0
COVER COMP FR BMP LOWER,1,0.0
PNL BODY OUTER RH,1,0.0
bumper rear garnish rh lh,1,0.0
WASHER ASSY W. S. GLASS,1,0.0
R/H MOLDING ROOF,1,0.0
UPPER FATTI,1,0.0
Louver Comp Center Vent,1,0.0
Bolt Stud Exh Manifold,1,0.0
Sash FR Door L,1,0.0
PTPE AIR CNR SUCT,1,0.0
"BRACKET, RR BMPR",1,0.0
MOLDING FR PILLAR,1,0.0
TRAY BATTERY ,1,0.0
BRACKET MAIN FUSE BOX ,1,0.0
LH fog lamp bezel,1,0.0
"TRIM ASSY,FRONT DR RH",1,0.0
"Rail, Roof Drip, RH",1,0.0
"GASKET,CYLINDER",1,0.0
